Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1805924243,nfl,9/29/19,$15K Sun NFL Safety (Single Entry),$60k,107.54,,7572,8928,Tournament,2,0,https://www.fanduel.com/entry/CDOFNHZVE
S1805924023,nfl,9/29/19,$15K Sun NFL Safety (Single Entry),$60k,114.4,,2497,8928,Tournament,2,0,https://www.fanduel.com/entry/CNSJUMXCC
S1805923993,nfl,9/29/19,$40K Sun NFL Spike (Single Entry),$60k,96,,5962,9523,Tournament,5,0,https://www.fanduel.com/entry/DEHJWWXRM
S1805923300,nfl,9/29/19,$10K Youth + Experience Free Play Presented by Gemini Man,$0k,91.84,,17593,106586,Tournament,0,0,https://www.fanduel.com/entry/AHYVEOHVE
S1805718736,nfl,9/29/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,115.7,,57,100,Tournament,5,0,https://www.fanduel.com/entry/BWBOXFOAN
S1805718361,nfl,9/29/19,50/50 Contest ($10 - Top 50% Win) (Main),$60k,115.7,,55,100,Tournament,10,0,https://www.fanduel.com/entry/CYKLSYOOZ
S1805718083,nfl,9/29/19,50/50 Contest ($10 - Top 50% Win) (Main),$60k,115.7,,55,100,Tournament,10,0,https://www.fanduel.com/entry/DLGDLBOPH
S1805717832,nfl,9/29/19,50/50 Contest ($10 - Top 50% Win) (Main),$60k,115.7,,53,100,Tournament,10,0,https://www.fanduel.com/entry/DGYXODCCJ
S1805717505,nfl,9/29/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,115.7,,56,100,Tournament,5,0,https://www.fanduel.com/entry/DZDQCUYIN
S1805717209,nfl,9/29/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,115.7,,50,100,Tournament,5,4.5,https://www.fanduel.com/entry/BXDJXHCPH
S1805716910,nfl,9/29/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,115.7,,57,100,Tournament,5,0,https://www.fanduel.com/entry/AHYVJWGWJ
S1805716595,nfl,9/29/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,115.7,,54,100,Tournament,5,0,https://www.fanduel.com/entry/BLJNEUMHX
S1805716221,nfl,9/29/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,115.7,,60,100,Tournament,5,0,https://www.fanduel.com/entry/BPQTHMCRL
S1805715856,nfl,9/29/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,115.7,,57,100,Tournament,5,0,https://www.fanduel.com/entry/DXAAJZZMJ
S1805691568,mlb,9/24/19,$3K Tue MLB Stolen Base (Single Entry),$35k,139.6,,574,1785,Tournament,2,0,https://www.fanduel.com/entry/BGANASQFL
S1805691256,mlb,9/24/19,$2K Tue MLB Sac Fly (3 Entries Max),$35k,85.4,,2091,2380,Tournament,1,0,https://www.fanduel.com/entry/ADRQFONLL
S1805691264,mlb,9/24/19,$2K Tue MLB Sac Fly (3 Entries Max),$35k,77.2,,2186,2380,Tournament,1,0,https://www.fanduel.com/entry/BGANBDVBH
S1805691271,mlb,9/24/19,$2K Tue MLB Sac Fly (3 Entries Max),$35k,120.8,,1321,2380,Tournament,1,0,https://www.fanduel.com/entry/BEYSBUXFP
S1805690382,mlb,9/24/19,$3500 Tue MLB Bunt (Single Entry),$35k,102.5,,2937,4166,Tournament,1,0,https://www.fanduel.com/entry/CMQPURRUJ
S1804642459,mlb,9/23/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,203.9,,24,100,Tournament,5,9,https://www.fanduel.com/entry/DYBVWZDCF
S1804642402,mlb,9/23/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,203.9,,25,100,Tournament,5,9,https://www.fanduel.com/entry/ENBDOBKRD
S1804642374,mlb,9/23/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,203.9,,28,100,Tournament,5,9,https://www.fanduel.com/entry/DTUQAAQPH
S1804642062,nfl,9/29/19,$25K Sun NFL Three And Out (3 Entries Max),$60k,136.18,,1149,9920,Tournament,3,6.67,https://www.fanduel.com/entry/DZDQWTFTT
S1804642065,nfl,9/29/19,$25K Sun NFL Three And Out (3 Entries Max),$60k,110.34,,5089,9920,Tournament,3,0,https://www.fanduel.com/entry/ECJBUTZGV
S1804642067,nfl,9/29/19,$25K Sun NFL Three And Out (3 Entries Max),$60k,87.3,,8706,9920,Tournament,3,0,https://www.fanduel.com/entry/EBVEICNIZ
S1804641955,nfl,9/29/19,$100K Sun NFL Snap ($10K to 1st),$60k,100.2,,29318,39682,Tournament,3,0,https://www.fanduel.com/entry/BXDKQUFER
S1804641957,nfl,9/29/19,$100K Sun NFL Snap ($10K to 1st),$60k,100.5,,29152,39682,Tournament,3,0,https://www.fanduel.com/entry/BWPNECTGV
S1804641953,nfl,9/29/19,$100K Sun NFL Snap ($10K to 1st),$60k,86.9,,35725,39682,Tournament,3,0,https://www.fanduel.com/entry/DKEJFURDL
S1804641856,nfl,9/29/19,$35K Sun NFL Safety (Single Entry),$60k,91.9,,17303,20833,Tournament,2,0,https://www.fanduel.com/entry/CAWTBXPLL
S1804641797,nfl,9/29/19,$110K Sun NFL Spike (Single Entry),$60k,115.7,,10228,26190,Tournament,5,0,https://www.fanduel.com/entry/EKXNPJOZT
S1804641709,nfl,9/29/19,$40K Sun NFL Squib (Single Entry),$60k,71.9,,46425,47619,Tournament,1,0,https://www.fanduel.com/entry/EFAPGGZUR
S1804641595,nfl,9/29/19,$200K Sun NFL Dive (Streak Eligible),$60k,115.7,,99575,238095,Tournament,1,0,https://www.fanduel.com/entry/BZUYDDPKF
S1804041778,mlb,9/23/19,$1K Mon MLB Sac Fly (3 Entries Max),$35k,194.7,,277,1190,Tournament,1,2,https://www.fanduel.com/entry/BHQFTINJI
S1804041781,mlb,9/23/19,$1K Mon MLB Sac Fly (3 Entries Max),$35k,237.9,,37,1190,Tournament,1,5,https://www.fanduel.com/entry/BHCIGRBLM
S1804041777,mlb,9/23/19,$1K Mon MLB Sac Fly (3 Entries Max),$35k,183.7,,384,1190,Tournament,1,0,https://www.fanduel.com/entry/BIEDFZZHE
S1804041642,mlb,9/23/19,$2500 Mon MLB Stolen Base (Single Entry),$35k,203.9,,261,1488,Tournament,2,4,https://www.fanduel.com/entry/ACBXVOIUO
S1804041469,mlb,9/23/19,$3K Mon MLB Bunt (Single Entry),$35k,256.4,,58,3571,Tournament,1,6,https://www.fanduel.com/entry/CGFTZXTDU
S1804031974,nfl,9/23/19,$1K NFL Small Squib (Single Entry),$60k,99.78,,856,1190,Tournament,1,0,https://www.fanduel.com/entry/CNENNYRCO
S1804031761,nfl,9/23/19,$6K Mon NFL Spike (Single Entry),$60k,106.28,,895,1428,Tournament,5,0,https://www.fanduel.com/entry/BQERPJKOK
S1804027477,nfl,9/22/19,$1K Sun NFL Small Squib (Single Entry),$60k,114.28,,269,1190,Tournament,1,0,https://www.fanduel.com/entry/ADRPJBCQX
S1804027244,nfl,9/22/19,$10K Sun NFL Spike (Single Entry),$60k,120.14,,324,2380,Tournament,5,10,https://www.fanduel.com/entry/ENBCRKHCH
S1803205687,mlb,9/22/19,50/50 Contest ($5 - Top 50% Win) (Main),$35k,129.1,,32,100,Tournament,5,9,https://www.fanduel.com/entry/CNEMZPULF
S1802585158,nfl,9/22/19,50/50 Contest ($5 - Top 50% Win) (1pm Only),$60k,119.54,,82,100,Tournament,5,0,https://www.fanduel.com/entry/DFXCMMMZT
